,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
8678,07/03/2005,08.00.00,"1,5",1022.0,-200.0,"5,2",771.0,289.0,812.0,165.0,941.0,769.0,"5,9","45,4","0,4244",,
8679,07/03/2005,09.00.00,"1,9",1022.0,-200.0,"6,6",837.0,322.0,755.0,168.0,978.0,881.0,"6,9","41,3","0,4145",,
8680,07/03/2005,10.00.00,"1,6",961.0,-200.0,"5,5",789.0,330.0,839.0,169.0,910.0,816.0,"8,6","34,2","0,3834",,
8681,07/03/2005,11.00.00,"1,4",912.0,-200.0,"4,4",731.0,339.0,912.0,162.0,811.0,684.0,"9,6","27,7","0,3308",,
8682,07/03/2005,12.00.00,"1,3",896.0,-200.0,"4,4",731.0,316.0,911.0,155.0,799.0,627.0,"10,6","25,3","0,3224",,
8683,07/03/2005,13.00.00,"1,3",890.0,-200.0,"4,3",726.0,218.0,921.0,136.0,779.0,523.0,"10,2","25,6","0,3181",,
8684,07/03/2005,14.00.00,"1,2",891.0,-200.0,"4,5",740.0,177.0,919.0,124.0,788.0,502.0,"10,0","25,2","0,3079",,
8685,07/03/2005,15.00.00,"1,3",894.0,-200.0,"4,5",737.0,278.0,913.0,158.0,805.0,604.0,"9,7","25,7","0,3088",,
8686,07/03/2005,16.00.00,"1,4",907.0,-200.0,"4,8",753.0,313.0,886.0,167.0,819.0,682.0,"9,7","26,8","0,3226",,
8687,07/03/2005,17.00.00,"1,7",973.0,-200.0,"6,3",827.0,351.0,825.0,176.0,888.0,846.0,"9,4","27,3","0,3216",,
8688,07/03/2005,18.00.00,"2,5",1035.0,-200.0,"9,6",961.0,374.0,726.0,204.0,985.0,1027.0,"7,9","28,0","0,2999",,
8689,07/03/2005,19.00.00,"3,8",1146.0,-200.0,"15,0",1147.0,431.0,621.0,209.0,1148.0,1315.0,"6,9","30,7","0,3066",,
8690,07/03/2005,20.00.00,"4,2",1176.0,-200.0,"15,4",1162.0,468.0,600.0,224.0,1137.0,1363.0,"6,1","33,3","0,3152",,
8691,07/03/2005,21.00.00,"2,8",1057.0,-200.0,"8,9",935.0,368.0,720.0,211.0,982.0,1236.0,"5,0","37,4","0,3290",,
8692,07/03/2005,22.00.00,"1,5",974.0,-200.0,"5,0",763.0,239.0,861.0,174.0,865.0,1076.0,"4,2","40,9","0,3417",,
8693,07/03/2005,23.00.00,"1,8",1044.0,-200.0,"6,5",834.0,292.0,781.0,181.0,924.0,1200.0,"3,9","43,5","0,3538",,
8694,08/03/2005,00.00.00,"1,5",988.0,-200.0,"4,4",734.0,205.0,860.0,157.0,868.0,1081.0,"3,0","47,7","0,3658",,
8695,08/03/2005,01.00.00,"1,5",1016.0,-200.0,"5,3",781.0,255.0,799.0,154.0,918.0,1174.0,"2,5","52,1","0,3855",,
8696,08/03/2005,02.00.00,"1,2",929.0,-200.0,"3,1",659.0,220.0,920.0,147.0,851.0,1033.0,"2,0","53,5","0,3831",,
8697,08/03/2005,03.00.00,"0,8",876.0,-200.0,"1,9",576.0,-200.0,1040.0,-200.0,815.0,900.0,"1,0","56,7","0,3803",,
8698,08/03/2005,04.00.00,"-200,0",872.0,-200.0,"1,7",558.0,114.0,1054.0,101.0,807.0,853.0,"0,5","59,4","0,3841",,
8699,08/03/2005,05.00.00,"0,7",888.0,-200.0,"1,9",574.0,153.0,1035.0,114.0,820.0,886.0,"1,4","56,8","0,3903",,
8700,08/03/2005,06.00.00,"0,7",927.0,-200.0,"2,8",638.0,224.0,949.0,134.0,846.0,949.0,"0,9","58,4","0,3880",,
8701,08/03/2005,07.00.00,"1,3",991.0,-200.0,"5,5",786.0,295.0,817.0,144.0,931.0,1037.0,"0,3","61,0","0,3881",,
8702,08/03/2005,08.00.00,"3,4",1317.0,-200.0,"18,3",1247.0,667.0,558.0,182.0,1360.0,1571.0,"0,9","59,1","0,3913",,
8703,08/03/2005,09.00.00,"5,5",1402.0,-200.0,"26,3",1462.0,867.0,449.0,223.0,1599.0,1885.0,"4,1","47,9","0,3959",,
8704,08/03/2005,10.00.00,"4,1",1222.0,-200.0,"16,3",1188.0,666.0,554.0,219.0,1265.0,1683.0,"7,7","34,6","0,3652",,
8705,08/03/2005,11.00.00,"3,0",1109.0,-200.0,"12,3",1060.0,595.0,650.0,215.0,1091.0,1412.0,"10,9","25,7","0,3341",,
8706,08/03/2005,12.00.00,"1,9",959.0,-200.0,"7,4",875.0,421.0,797.0,191.0,864.0,1006.0,"13,7","17,4","0,2715",,
8707,08/03/2005,13.00.00,"1,8",964.0,-200.0,"8,1",902.0,292.0,780.0,162.0,882.0,855.0,"14,0","16,8","0,2672",,
8708,08/03/2005,14.00.00,"2,1",1006.0,-200.0,"10,8",1006.0,308.0,705.0,165.0,988.0,964.0,"14,1","17,0","0,2729",,
8709,08/03/2005,15.00.00,"2,3",1002.0,-200.0,"9,7",968.0,347.0,732.0,171.0,920.0,886.0,"15,0","15,8","0,2678",,
8710,08/03/2005,16.00.00,"2,3",997.0,-200.0,"9,9",975.0,377.0,739.0,164.0,926.0,947.0,"16,5","14,9","0,2775",,
8711,08/03/2005,17.00.00,"2,0",1019.0,-200.0,"9,6",964.0,325.0,729.0,168.0,957.0,984.0,"15,8","16,7","0,2972",,
8712,08/03/2005,18.00.00,"3,1",1192.0,-200.0,"16,5",1196.0,508.0,581.0,204.0,1222.0,1450.0,"13,2","23,9","0,3597",,
8713,08/03/2005,19.00.00,"5,1",1399.0,-200.0,"23,4",1387.0,768.0,487.0,242.0,1499.0,1837.0,"11,0","33,8","0,4436",,
8714,08/03/2005,20.00.00,"5,9",1419.0,-200.0,"24,2",1408.0,764.0,466.0,246.0,1531.0,1899.0,"9,5","39,0","0,4644",,
8715,08/03/2005,21.00.00,"3,2",1250.0,-200.0,"13,3",1094.0,500.0,600.0,215.0,1198.0,1629.0,"8,5","42,4","0,4716",,
8716,08/03/2005,22.00.00,"2,4",1156.0,-200.0,"8,4",916.0,463.0,687.0,206.0,1055.0,1490.0,"7,5","44,0","0,4564",,
8717,08/03/2005,23.00.00,"1,4",1064.0,-200.0,"5,4",783.0,258.0,785.0,167.0,954.0,1319.0,"6,6","46,0","0,4505",,
8718,09/03/2005,00.00.00,"1,4",1066.0,-200.0,"5,2",771.0,214.0,795.0,145.0,949.0,1247.0,"5,5","49,6","0,4526",,
8719,09/03/2005,01.00.00,"1,3",1031.0,-200.0,"4,6",741.0,191.0,821.0,133.0,927.0,1144.0,"4,9","52,2","0,4567",,
8720,09/03/2005,02.00.00,"1,0",973.0,-200.0,"3,2",663.0,154.0,889.0,117.0,887.0,1014.0,"4,6","53,5","0,4584",,
8721,09/03/2005,03.00.00,"0,8",937.0,-200.0,"2,2",600.0,-200.0,985.0,-200.0,873.0,885.0,"4,7","53,1","0,4589",,
8722,09/03/2005,04.00.00,"0,8",930.0,-200.0,"2,5",616.0,113.0,969.0,90.0,893.0,875.0,"3,8","56,8","0,4614",,
8723,09/03/2005,05.00.00,"0,9",949.0,-200.0,"2,8",640.0,167.0,902.0,112.0,909.0,971.0,"2,3","63,5","0,4630",,
8724,09/03/2005,06.00.00,"0,9",979.0,-200.0,"3,9",707.0,235.0,851.0,120.0,959.0,1048.0,"2,0","64,9","0,4657",,
8725,09/03/2005,07.00.00,"1,7",1094.0,-200.0,"7,2",865.0,372.0,708.0,141.0,1061.0,1223.0,"2,0","65,3","0,4688",,
8726,09/03/2005,08.00.00,"4,3",1450.0,-200.0,"20,9",1322.0,877.0,490.0,190.0,1497.0,1756.0,"3,3","61,6","0,4829",,
8727,09/03/2005,09.00.00,"6,0",1508.0,-200.0,"27,0",1479.0,900.0,419.0,215.0,1685.0,2014.0,"5,7","52,5","0,4851",,
8728,09/03/2005,10.00.00,"3,8",1374.0,-200.0,"18,5",1255.0,733.0,504.0,215.0,1375.0,1855.0,"8,3","43,5","0,4774",,
8729,09/03/2005,11.00.00,"3,3",1308.0,-200.0,"14,0",1117.0,691.0,549.0,235.0,1261.0,1795.0,"10,5","38,9","0,4926",,
8730,09/03/2005,12.00.00,"2,3",1249.0,-200.0,"10,5",996.0,457.0,593.0,194.0,1198.0,1575.0,"14,5","33,4","0,5488",,
8731,09/03/2005,13.00.00,"2,4",1282.0,-200.0,"11,2",1023.0,369.0,573.0,159.0,1305.0,1461.0,"15,7","34,6","0,6147",,
8732,09/03/2005,14.00.00,"2,2",1253.0,-200.0,"10,3",988.0,285.0,589.0,123.0,1292.0,1314.0,"16,1","36,3","0,6593",,
8733,09/03/2005,15.00.00,"1,9",1222.0,-200.0,"8,6",924.0,279.0,612.0,121.0,1216.0,1147.0,"17,3","34,5","0,6728",,
8734,09/03/2005,16.00.00,"1,7",1201.0,-200.0,"7,6",882.0,198.0,638.0,102.0,1189.0,948.0,"17,6","34,1","0,6781",,
8735,09/03/2005,17.00.00,"1,9",1238.0,-200.0,"10,2",985.0,229.0,592.0,114.0,1271.0,1252.0,"18,0","33,1","0,6779",,
8736,09/03/2005,18.00.00,"3,8",1434.0,-200.0,"17,8",1234.0,477.0,476.0,168.0,1520.0,1676.0,"14,6","41,0","0,6792",,
8737,09/03/2005,19.00.00,"5,3",1573.0,-200.0,"25,3",1436.0,679.0,407.0,207.0,1747.0,2056.0,"12,8","46,2","0,6794",,
8738,09/03/2005,20.00.00,"5,9",1552.0,-200.0,"24,4",1413.0,682.0,407.0,199.0,1724.0,2088.0,"11,5","53,9","0,7312",,
8739,09/03/2005,21.00.00,"5,5",1510.0,-200.0,"20,0",1297.0,679.0,458.0,192.0,1606.0,1945.0,"10,6","58,8","0,7512",,
8740,09/03/2005,22.00.00,"2,0",1165.0,-200.0,"7,3",870.0,298.0,671.0,148.0,1181.0,1482.0,"9,7","60,0","0,7238",,
8741,09/03/2005,23.00.00,"1,8",1177.0,-200.0,"6,6",837.0,265.0,670.0,137.0,1161.0,1448.0,"8,3","64,2","0,7071",,
8742,10/03/2005,00.00.00,"1,6",1135.0,-200.0,"5,7",800.0,196.0,705.0,123.0,1130.0,1304.0,"7,8","65,5","0,6961",,
8743,10/03/2005,01.00.00,"1,3",1070.0,-200.0,"4,5",739.0,155.0,767.0,109.0,1070.0,1186.0,"7,5","65,9","0,6868",,
8744,10/03/2005,02.00.00,"1,1",1034.0,-200.0,"4,1",715.0,131.0,801.0,98.0,1067.0,1051.0,"6,1","72,1","0,6847",,
8745,10/03/2005,03.00.00,"1,1",1014.0,-200.0,"4,4",731.0,-200.0,784.0,-200.0,1062.0,1038.0,"4,6","78,2","0,6684",,
8746,10/03/2005,04.00.00,"1,0",988.0,-200.0,"3,3",673.0,165.0,838.0,94.0,1034.0,969.0,"4,0","80,9","0,6670",,
8747,10/03/2005,05.00.00,"0,8",975.0,-200.0,"3,3",668.0,169.0,874.0,95.0,1020.0,951.0,"4,2","79,1","0,6611",,
8748,10/03/2005,06.00.00,"0,9",984.0,-200.0,"3,5",681.0,224.0,852.0,101.0,1020.0,970.0,"5,3","73,2","0,6577",,
8749,10/03/2005,07.00.00,"1,3",1092.0,-200.0,"6,4",831.0,249.0,720.0,100.0,1143.0,1090.0,"4,3","76,1","0,6395",,
8750,10/03/2005,08.00.00,"4,1",1454.0,-200.0,"20,1",1299.0,863.0,457.0,150.0,1606.0,1673.0,"4,8","74,6","0,6470",,
8751,10/03/2005,09.00.00,"3,9",1446.0,-200.0,"21,2",1328.0,665.0,439.0,168.0,1620.0,1833.0,"7,5","64,5","0,6702",,
8752,10/03/2005,10.00.00,"3,5",1316.0,-200.0,"13,7",1105.0,670.0,511.0,199.0,1372.0,1828.0,"11,7","49,3","0,6772",,
8753,10/03/2005,11.00.00,"2,7",1283.0,-200.0,"11,7",1039.0,500.0,549.0,168.0,1308.0,1724.0,"14,7","41,2","0,6857",,
8754,10/03/2005,12.00.00,"2,3",1223.0,-200.0,"10,6",999.0,428.0,578.0,161.0,1258.0,1547.0,"17,4","33,2","0,6535",,
8755,10/03/2005,13.00.00,"2,3",1176.0,-200.0,"9,8",969.0,-200.0,612.0,-200.0,1196.0,1300.0,"18,8","26,2","0,5637",,
8756,10/03/2005,14.00.00,"2,1",1041.0,-200.0,"9,1",945.0,306.0,692.0,145.0,1082.0,1000.0,"19,1","18,1","0,3955",,
8757,10/03/2005,15.00.00,"2,2",1008.0,-200.0,"9,2",946.0,334.0,705.0,148.0,1016.0,942.0,"19,5","15,3","0,3431",,
8758,10/03/2005,16.00.00,"1,8",962.0,-200.0,"5,9",807.0,268.0,821.0,131.0,901.0,745.0,"20,2","14,4","0,3370",,
8759,10/03/2005,17.00.00,"1,9",1048.0,-200.0,"8,6",925.0,284.0,721.0,137.0,1022.0,941.0,"19,8","16,0","0,3632",,
8760,10/03/2005,18.00.00,"2,7",1145.0,-200.0,"12,7",1074.0,393.0,593.0,163.0,1186.0,1232.0,"16,5","21,6","0,4012",,
8761,10/03/2005,19.00.00,"4,7",1198.0,-200.0,"19,8",1291.0,603.0,531.0,219.0,1295.0,1527.0,"14,5","18,3","0,2996",,
8762,10/03/2005,20.00.00,"5,4",1319.0,-200.0,"23,8",1399.0,757.0,497.0,245.0,1458.0,1746.0,"12,8","22,8","0,3364",,
8763,10/03/2005,21.00.00,"4,2",1274.0,-200.0,"14,6",1136.0,684.0,547.0,229.0,1233.0,1741.0,"11,5","35,9","0,4862",,
8764,10/03/2005,22.00.00,"2,1",1085.0,-200.0,"7,6",882.0,426.0,705.0,184.0,985.0,1433.0,"9,5","34,6","0,4110",,
8765,10/03/2005,23.00.00,"1,4",1017.0,-200.0,"4,9",760.0,254.0,806.0,151.0,922.0,1235.0,"8,3","38,2","0,4203",,
8766,11/03/2005,00.00.00,"1,4",1039.0,-200.0,"5,2",774.0,227.0,786.0,133.0,949.0,1173.0,"7,7","41,7","0,4387",,
8767,11/03/2005,01.00.00,"1,4",1027.0,-200.0,"4,8",751.0,221.0,798.0,135.0,936.0,1171.0,"6,8","44,9","0,4472",,
8768,11/03/2005,02.00.00,"1,0",952.0,-200.0,"3,2",662.0,155.0,905.0,111.0,887.0,1024.0,"5,7","49,4","0,4551",,
8769,11/03/2005,03.00.00,"0,8",930.0,-200.0,"2,4",609.0,120.0,968.0,90.0,864.0,928.0,"5,7","50,1","0,4629",,
8770,11/03/2005,04.00.00,"-200,0",942.0,-200.0,"3,2",665.0,134.0,923.0,91.0,912.0,956.0,"4,4","56,4","0,4761",,
8771,11/03/2005,05.00.00,"0,7",897.0,-200.0,"2,1",594.0,128.0,999.0,89.0,870.0,871.0,"4,9","55,2","0,4807",,
8772,11/03/2005,06.00.00,"0,6",928.0,-200.0,"2,7",631.0,148.0,985.0,89.0,908.0,884.0,"4,5","56,3","0,4800",,
8773,11/03/2005,07.00.00,"0,2",987.0,-200.0,"4,5",738.0,233.0,833.0,117.0,957.0,1010.0,"3,8","59,7","0,4839",,
8774,11/03/2005,08.00.00,"1,5",1272.0,-200.0,"13,8",1111.0,470.0,563.0,141.0,1279.0,1416.0,"4,3","58,6","0,4915",,
8775,11/03/2005,09.00.00,"3,5",1452.0,-200.0,"22,7",1370.0,679.0,445.0,189.0,1581.0,1817.0,"7,1","50,0","0,5067",,
8776,11/03/2005,10.00.00,"3,0",1415.0,-200.0,"19,3",1278.0,796.0,483.0,211.0,1399.0,1870.0,"11,1","38,4","0,5066",,
8777,11/03/2005,11.00.00,"3,0",-200.0,-200.0,"-200,0",-200.0,812.0,-200.0,235.0,-200.0,-200.0,-200,-200,-200,,
8778,11/03/2005,12.00.00,"1,0",1203.0,-200.0,"9,3",951.0,339.0,618.0,162.0,1162.0,1305.0,"17,2","30,6","0,5949",,
8779,11/03/2005,13.00.00,"1,5",1258.0,-200.0,"12,1",1052.0,354.0,551.0,172.0,1297.0,1205.0,"17,8","33,3","0,6741",,
8780,11/03/2005,14.00.00,"2,2",1328.0,-200.0,"14,2",1123.0,466.0,508.0,182.0,1404.0,1339.0,"18,8","31,8","0,6853",,
8781,11/03/2005,15.00.00,"1,7",1260.0,-200.0,"12,3",1059.0,417.0,544.0,180.0,1319.0,1161.0,"19,3","29,9","0,6604",,
8782,11/03/2005,16.00.00,"1,1",1201.0,-200.0,"10,2",985.0,289.0,585.0,156.0,1252.0,996.0,"18,8","31,5","0,6752",,
8783,11/03/2005,17.00.00,"1,3",1161.0,-200.0,"10,4",992.0,324.0,601.0,168.0,1211.0,906.0,"18,2","28,1","0,5817",,
8784,11/03/2005,18.00.00,"1,5",1254.0,-200.0,"13,9",1112.0,376.0,533.0,181.0,1349.0,1161.0,"16,0","35,3","0,6356",,
8785,11/03/2005,19.00.00,"3,4",1452.0,-200.0,"23,1",1381.0,619.0,428.0,226.0,1661.0,1695.0,"13,8","43,6","0,6825",,
8786,11/03/2005,20.00.00,"3,8",1438.0,-200.0,"22,8",1374.0,689.0,435.0,231.0,1640.0,1705.0,"12,9","48,8","0,7250",,
8787,11/03/2005,21.00.00,"2,8",1273.0,-200.0,"13,4",1096.0,582.0,553.0,222.0,1350.0,1379.0,"12,8","49,3","0,7277",,
8788,11/03/2005,22.00.00,"0,8",1096.0,-200.0,"6,8",850.0,287.0,690.0,165.0,1146.0,943.0,"12,2","50,9","0,7202",,
8789,11/03/2005,23.00.00,"0,5",1151.0,-200.0,"6,0",813.0,238.0,702.0,151.0,1156.0,1073.0,"10,6","55,9","0,7138",,
8790,12/03/2005,00.00.00,"1,0",1189.0,-200.0,"5,7",797.0,312.0,688.0,174.0,1157.0,1213.0,"10,3","55,9","0,7014",,
8791,12/03/2005,01.00.00,"0,4",1078.0,-200.0,"3,9",704.0,231.0,765.0,145.0,1077.0,898.0,"10,2","55,8","0,6927",,
8792,12/03/2005,02.00.00,"0,4",1152.0,-200.0,"4,9",759.0,234.0,706.0,147.0,1113.0,1094.0,"10,0","57,3","0,7015",,
8793,12/03/2005,03.00.00,"0,3",1128.0,-200.0,"4,5",740.0,195.0,705.0,134.0,1113.0,1064.0,"10,2","57,9","0,7191",,
8794,12/03/2005,04.00.00,"-200,0",1015.0,-200.0,"2,3",608.0,113.0,873.0,85.0,1027.0,655.0,"10,3","59,4","0,7459",,
8795,12/03/2005,05.00.00,"-200,0",979.0,-200.0,"1,5",547.0,73.0,952.0,55.0,1039.0,470.0,"9,8","68,9","0,8329",,
8796,12/03/2005,06.00.00,"-200,0",972.0,-200.0,"1,5",542.0,103.0,1029.0,65.0,1056.0,443.0,"9,2","75,3","0,8764",,
8797,12/03/2005,07.00.00,"-200,0",992.0,-200.0,"1,8",565.0,121.0,912.0,84.0,1074.0,547.0,"9,4","73,1","0,8621",,
8798,12/03/2005,08.00.00,"0,1",1053.0,-200.0,"3,3",671.0,132.0,807.0,88.0,1137.0,570.0,"10,6","66,1","0,8444",,
8799,12/03/2005,09.00.00,"0,2",1140.0,-200.0,"5,8",800.0,178.0,679.0,109.0,1209.0,782.0,"12,6","58,5","0,8517",,
8800,12/03/2005,10.00.00,"0,6",1136.0,-200.0,"6,2",822.0,218.0,653.0,130.0,1184.0,744.0,"15,0","48,6","0,8253",,
8801,12/03/2005,11.00.00,"0,7",1180.0,-200.0,"6,7",846.0,246.0,646.0,137.0,1206.0,791.0,"14,2","51,5","0,8313",,
8802,12/03/2005,12.00.00,"0,6",1131.0,-200.0,"5,6",792.0,252.0,678.0,145.0,1177.0,749.0,"15,1","48,6","0,8266",,
8803,12/03/2005,13.00.00,"0,3",1083.0,-200.0,"5,8",804.0,208.0,702.0,128.0,1105.0,615.0,"18,0","35,4","0,7233",,
8804,12/03/2005,14.00.00,"0,5",1120.0,-200.0,"7,0",859.0,219.0,640.0,129.0,1167.0,681.0,"17,9","35,3","0,7184",,
8805,12/03/2005,15.00.00,"0,2",1038.0,-200.0,"3,8",699.0,160.0,765.0,105.0,1042.0,515.0,"17,7","35,0","0,7014",,
8806,12/03/2005,16.00.00,"0,4",1096.0,-200.0,"5,5",788.0,191.0,699.0,114.0,1115.0,583.0,"17,6","35,5","0,7065",,
8807,12/03/2005,17.00.00,"0,7",1126.0,-200.0,"7,6",881.0,270.0,648.0,146.0,1140.0,728.0,"17,5","34,1","0,6775",,
8808,12/03/2005,18.00.00,"0,9",1153.0,-200.0,"8,3",910.0,285.0,622.0,156.0,1208.0,827.0,"15,6","40,0","0,7018",,
8809,12/03/2005,19.00.00,"0,8",1177.0,-200.0,"7,5",878.0,289.0,641.0,152.0,1224.0,844.0,"14,0","47,8","0,7582",,
8810,12/03/2005,20.00.00,"2,4",1383.0,-200.0,"14,1",1119.0,550.0,522.0,201.0,1415.0,1310.0,"13,2","51,4","0,7760",,
8811,12/03/2005,21.00.00,"3,3",1363.0,-200.0,"12,4",1064.0,679.0,536.0,221.0,1350.0,1353.0,"12,0","56,1","0,7832",,
8812,12/03/2005,22.00.00,"0,9",1087.0,-200.0,"5,8",803.0,314.0,699.0,157.0,1130.0,907.0,"11,6","54,7","0,7454",,
8813,12/03/2005,23.00.00,"0,1",1028.0,-200.0,"3,9",703.0,166.0,783.0,114.0,1070.0,646.0,"12,0","53,3","0,7472",,
8814,13/03/2005,00.00.00,"0,1",1017.0,-200.0,"2,8",641.0,157.0,892.0,107.0,1044.0,482.0,"12,5","55,4","0,7999",,
8815,13/03/2005,01.00.00,"0,1",1050.0,-200.0,"3,1",660.0,173.0,860.0,113.0,1071.0,526.0,"12,3","56,0","0,7958",,
8816,13/03/2005,02.00.00,"0,2",1023.0,-200.0,"3,3",672.0,184.0,819.0,118.0,1069.0,595.0,"12,4","53,4","0,7669",,
8817,13/03/2005,03.00.00,"-200,0",940.0,-200.0,"2,0",583.0,93.0,942.0,69.0,991.0,416.0,"12,7","51,8","0,7574",,
8818,13/03/2005,04.00.00,"-200,0",963.0,-200.0,"2,5",617.0,85.0,902.0,63.0,1006.0,398.0,"13,2","49,7","0,7503",,
8819,13/03/2005,05.00.00,"-200,0",971.0,-200.0,"2,0",585.0,79.0,928.0,61.0,1004.0,394.0,"12,3","55,9","0,7966",,
8820,13/03/2005,06.00.00,"-200,0",887.0,-200.0,"0,9",488.0,55.0,1184.0,42.0,908.0,312.0,"13,3","50,1","0,7624",,
8821,13/03/2005,07.00.00,"-200,0",944.0,-200.0,"1,6",551.0,98.0,1063.0,68.0,985.0,381.0,"12,3","51,8","0,7384",,
8822,13/03/2005,08.00.00,"-200,0",970.0,-200.0,"2,1",592.0,190.0,909.0,120.0,1018.0,509.0,"12,9","50,4","0,7448",,
8823,13/03/2005,09.00.00,"0,1",1034.0,-200.0,"3,0",651.0,166.0,861.0,112.0,1060.0,601.0,"12,9","49,9","0,7406",,
8824,13/03/2005,10.00.00,"0,3",1160.0,-200.0,"5,0",765.0,260.0,711.0,148.0,1134.0,962.0,"13,9","47,3","0,7479",,
8825,13/03/2005,11.00.00,"1,0",1283.0,-200.0,"7,7",887.0,362.0,607.0,160.0,1238.0,1231.0,"13,5","51,6","0,7931",,
8826,13/03/2005,12.00.00,"1,6",1387.0,-200.0,"10,1",981.0,415.0,535.0,164.0,1368.0,1396.0,"13,2","56,2","0,8499",,
8827,13/03/2005,13.00.00,"1,4",1325.0,-200.0,"8,5",921.0,358.0,570.0,159.0,1345.0,1297.0,"14,2","57,8","0,9292",,
8828,13/03/2005,14.00.00,"0,3",1057.0,-200.0,"2,8",641.0,170.0,803.0,110.0,1103.0,616.0,"17,2","46,2","0,8989",,
8829,13/03/2005,15.00.00,"0,1",1078.0,-200.0,"3,3",668.0,130.0,855.0,82.0,1109.0,509.0,"19,9","36,6","0,8406",,
8830,13/03/2005,16.00.00,"0,3",1159.0,-200.0,"5,0",762.0,177.0,742.0,102.0,1158.0,590.0,"19,7","37,1","0,8399",,
8831,13/03/2005,17.00.00,"0,5",1195.0,-200.0,"5,6",795.0,233.0,710.0,119.0,1157.0,718.0,"19,0","37,4","0,8122",,
8832,13/03/2005,18.00.00,"0,8",1217.0,-200.0,"7,1",861.0,282.0,642.0,135.0,1234.0,898.0,"16,4","43,5","0,8055",,
8833,13/03/2005,19.00.00,"3,2",1542.0,-200.0,"16,7",1200.0,583.0,469.0,215.0,1520.0,1577.0,"15,1","49,8","0,8458",,
8834,13/03/2005,20.00.00,"2,8",1407.0,-200.0,"12,5",1066.0,566.0,525.0,211.0,1397.0,1560.0,"14,8","51,0","0,8507",,
8835,13/03/2005,21.00.00,"1,0",1189.0,-200.0,"6,6",837.0,323.0,665.0,172.0,1204.0,1208.0,"14,6","51,6","0,8508",,
8836,13/03/2005,22.00.00,"0,9",1208.0,-200.0,"8,3",911.0,318.0,613.0,166.0,1245.0,1244.0,"13,7","52,1","0,8121",,
8837,13/03/2005,23.00.00,"0,9",1207.0,-200.0,"7,1",861.0,336.0,649.0,168.0,1217.0,1181.0,"13,2","55,6","0,8412",,
8838,14/03/2005,00.00.00,"0,4",1056.0,-200.0,"3,8",699.0,196.0,787.0,134.0,1085.0,828.0,"13,2","55,9","0,8465",,
8839,14/03/2005,01.00.00,"0,4",1128.0,-200.0,"5,2",771.0,193.0,733.0,122.0,1178.0,923.0,"11,7","62,1","0,8535",,
8840,14/03/2005,02.00.00,"0,3",1119.0,-200.0,"5,3",778.0,192.0,705.0,123.0,1187.0,1096.0,"9,9","68,9","0,8388",,
8841,14/03/2005,03.00.00,"0,1",1077.0,-200.0,"3,8",701.0,147.0,761.0,104.0,1122.0,1106.0,"9,8","68,0","0,8227",,
8842,14/03/2005,04.00.00,"-200,0",1036.0,-200.0,"2,8",636.0,122.0,845.0,90.0,1084.0,976.0,"8,9","71,9","0,8202",,
8843,14/03/2005,05.00.00,"0,8",1016.0,-200.0,"2,9",647.0,117.0,824.0,85.0,1090.0,937.0,"8,4","74,5","0,8241",,
8844,14/03/2005,06.00.00,"1,0",1103.0,-200.0,"4,4",730.0,201.0,735.0,103.0,1139.0,1049.0,"9,2","71,0","0,8299",,
8845,14/03/2005,07.00.00,"1,6",1176.0,-200.0,"7,5",880.0,318.0,634.0,127.0,1257.0,1180.0,"9,9","67,6","0,8239",,
8846,14/03/2005,08.00.00,"3,5",1430.0,-200.0,"15,7",1169.0,658.0,481.0,163.0,1543.0,1514.0,"10,8","64,4","0,8328",,
8847,14/03/2005,09.00.00,"4,0",1572.0,-200.0,"22,9",1374.0,680.0,411.0,155.0,1763.0,1771.0,"11,7","61,7","0,8483",,
8848,14/03/2005,10.00.00,"3,5",1243.0,-200.0,"10,8",1006.0,497.0,572.0,170.0,1349.0,1395.0,"13,7","51,9","0,8106",,
8849,14/03/2005,11.00.00,"1,6",1101.0,-200.0,"6,1",817.0,290.0,707.0,141.0,1157.0,1024.0,"16,3","43,5","0,7988",,
8850,14/03/2005,12.00.00,"1,5",1103.0,-200.0,"7,0",857.0,230.0,681.0,123.0,1182.0,946.0,"17,9","38,8","0,7883",,
8851,14/03/2005,13.00.00,"1,5",1116.0,-200.0,"7,1",859.0,215.0,670.0,124.0,1197.0,864.0,"19,3","35,5","0,7876",,
8852,14/03/2005,14.00.00,"1,7",1141.0,-200.0,"8,1",904.0,226.0,646.0,126.0,1249.0,889.0,"20,1","32,9","0,7672",,
8853,14/03/2005,15.00.00,"1,6",1151.0,-200.0,"7,7",885.0,240.0,660.0,128.0,1222.0,903.0,"20,0","33,0","0,7625",,
8854,14/03/2005,16.00.00,"2,4",1263.0,-200.0,"10,8",1008.0,391.0,597.0,158.0,1308.0,1121.0,"20,2","32,2","0,7526",,
8855,14/03/2005,17.00.00,"3,4",1324.0,-200.0,"14,4",1128.0,492.0,540.0,177.0,1441.0,1319.0,"18,9","34,4","0,7436",,
8856,14/03/2005,18.00.00,"5,4",1533.0,-200.0,"25,4",1439.0,700.0,416.0,225.0,1799.0,1829.0,"17,9","37,6","0,7624",,
